Sloan Digital Sky Survey filter set for DIAFI,,,,,
,,,,,
Lambda,u',g',r',I',z'
405.5,0.024673,65.585831,0.001117,0.000009,-0.000115
405.0,0.033162,63.534580,0.001186,0.000057,0.000055
404.5,0.043972,61.224728,0.001127,-0.000066,-0.000053
404.0,0.057618,58.667130,0.001003,-0.000059,-0.000063
403.5,0.075892,55.765789,0.000963,-0.000019,0.000094
403.0,0.099327,52.567364,0.001283,-0.000027,0.000027
402.5,0.128827,49.164970,0.001075,0.000092,-0.000041
402.0,0.166830,45.501461,0.001015,0.000036,-0.000099
401.5,0.214435,41.659634,0.001084,0.000219,0.000038
401.0,0.274154,37.773449,0.001024,0.000037,-0.000020
400.5,0.347899,33.801788,0.001103,0.000055,-0.000031
400.0,0.438384,29.889503,0.000999,-0.000021,-0.000070
399.5,0.549499,26.021545,0.001005,-0.000105,-0.000011
399.0,0.684159,22.314539,0.001092,0.000211,0.000070
398.5,0.847814,18.817801,0.001118,0.000064,-0.000018
398.0,1.040674,15.607424,0.001122,0.000111,0.000091
397.5,1.264433,12.770216,0.001106,0.000188,0.000029
397.0,1.535813,10.192255,0.001184,0.000017,-0.000111
396.5,1.846935,7.992394,0.001064,0.000047,-0.000073
396.0,2.201769,6.154408,0.001112,0.000102,0.000128
395.5,2.615930,4.608033,0.001112,0.000009,0.000122
395.0,3.087444,3.376260,0.001155,0.000107,0.000009
394.5,3.610314,2.432844,0.001064,-0.000091,0.000031
394.0,4.210179,1.700958,0.001183,-0.000072,0.000009
393.5,4.878163,1.164164,0.001059,-0.000015,0.000028
393.0,5.625010,0.776530,0.001103,0.000037,0.000007
392.5,6.453621,0.505366,0.001059,-0.000023,-0.000004
392.0,7.367754,0.322674,0.001098,0.000071,0.000081
391.5,8.372893,0.201016,0.001087,-0.000015,0.000038
391.0,9.453572,0.124603,0.001171,0.000011,-0.000058
390.5,10.645391,0.076304,0.001081,-0.000090,-0.000115
390.0,11.919027,0.047299,0.001059,0.000101,-0.000065
389.5,13.261172,0.030153,0.001081,0.000009,0.000012
389.0,14.716199,0.020089,0.001178,0.000117,0.000024
388.5,16.234388,0.014394,0.001050,0.000057,0.000010
388.0,17.762930,0.011312,0.000989,0.000047,0.000054
387.5,19.362429,0.009630,0.001098,-0.000051,-0.000025
387.0,20.982132,0.008594,0.001065,0.000068,0.000091
386.5,22.601444,0.008275,0.000990,-0.000038,-0.000083
386.0,24.198008,0.008062,0.001068,-0.000032,-0.000019
385.5,25.770437,0.007857,0.001115,0.000045,0.000083
385.0,27.282259,0.007855,0.001090,0.000112,0.000018
384.5,28.733276,0.007826,0.001068,-0.000016,0.000011
384.0,30.146679,0.007837,0.000934,0.000162,0.000081
383.5,31.492260,0.007853,0.001067,0.000040,0.000131
383.0,32.775715,0.007847,0.001101,0.000087,-0.000123
382.5,34.056152,0.007699,0.001031,0.000026,0.000021
382.0,35.313652,0.007793,0.000953,-0.000040,-0.000016
381.5,36.526848,0.007788,0.001139,0.000040,0.000143
381.0,37.804417,0.007671,0.000971,0.000032,0.000029
380.5,39.103596,0.007802,0.001105,-0.000046,0.000088
380.0,40.434601,0.007836,0.001033,0.000145,-0.000014
379.5,41.878021,0.007901,0.001007,0.000089,-0.000043
379.0,43.374294,0.007809,0.000969,0.000074,0.000027
378.5,44.967724,0.007818,0.001012,-0.000025,-0.000021
378.0,46.647415,0.007758,0.001087,-0.000002,-0.000045
377.5,48.403782,0.007744,0.001062,-0.000006,-0.000115
377.0,50.252377,0.007772,0.000995,-0.000003,-0.000056
376.5,52.145195,0.007684,0.001050,0.000007,-0.000089
376.0,54.096867,0.007859,0.001063,-0.000016,0.000091
375.5,56.044735,0.007756,0.001035,0.000048,0.000033
375.0,57.932941,0.007644,0.000966,-0.000001,0.000032
374.5,59.825390,0.007825,0.001013,0.000130,-0.000039
374.0,61.627037,0.007654,0.001011,0.000066,-0.000079
373.5,63.266735,0.007558,0.001059,-0.000068,0.000007
373.0,64.815338,0.007762,0.001001,0.000120,-0.000080
372.5,66.206535,0.007818,0.000936,0.000116,0.000014
372.0,67.426689,0.007745,0.000972,0.000015,0.000028
371.5,68.499466,0.007788,0.001028,0.000043,0.000040
371.0,69.437035,0.007605,0.000913,0.000081,0.000063
370.5,70.258781,0.007814,0.001039,0.000106,-0.000025
370.0,70.969162,0.007647,0.000939,0.000126,0.000029
369.5,71.630882,0.007774,0.000984,0.000002,0.000030
369.0,72.221939,0.007804,0.001009,0.000044,0.000026
368.5,72.781471,0.007745,0.000986,0.000098,-0.000038
368.0,73.356201,0.007753,0.001040,-0.000001,0.000118
367.5,73.903725,0.007804,0.000885,0.000088,0.000067
367.0,74.441788,0.007754,0.001241,-0.000081,0.000071
366.5,75.002563,0.007656,0.001077,0.000027,-0.000087
366.0,75.547615,0.007768,0.000922,-0.000064,0.000056
365.5,76.065811,0.007693,0.000935,0.000102,-0.000026
365.0,76.551544,0.007828,0.001007,-0.000021,0.000065
364.5,77.013161,0.007605,0.000992,0.000073,-0.000008
364.0,77.398994,0.007541,0.000997,0.000054,0.000014
363.5,77.781990,0.007735,0.000983,-0.000043,-0.000068
363.0,78.091690,0.007719,0.000952,0.000012,0.000068
362.5,78.367271,0.007646,0.001089,0.000017,-0.000013
362.0,78.585770,0.007890,0.001013,0.000053,-0.000056
361.5,78.768463,0.007541,0.000950,-0.000142,0.000000
361.0,78.927170,0.007829,0.000908,0.000098,-0.000027
360.5,79.063263,0.007669,0.001003,0.000030,0.000039
360.0,79.194374,0.007666,0.001020,0.000012,-0.000068
359.5,79.311584,0.007699,0.000986,0.000101,0.000050
359.0,79.431793,0.007624,0.001071,-0.000097,-0.000107
358.5,79.563278,0.007672,0.000951,-0.000065,-0.000038
358.0,79.687767,0.007646,0.000949,0.000047,-0.000105
357.5,79.801773,0.007704,0.000885,-0.000028,-0.000067
357.0,79.916733,0.007675,0.000994,-0.000113,-0.000110
356.5,80.004227,0.007660,0.001087,0.000010,0.000006
356.0,80.066666,0.007789,0.000893,0.000090,-0.000025
355.5,80.122314,0.007715,0.000806,0.000077,0.000041
355.0,80.096832,0.007755,0.000968,0.000069,0.000061
354.5,80.097153,0.007588,0.001058,-0.000021,-0.000077
354.0,80.053223,0.007788,0.001075,0.000043,-0.000018
353.5,79.976738,0.007900,0.001118,0.000121,0.000040
353.0,79.861389,0.007766,0.001052,0.000027,0.000015
352.5,79.745171,0.007689,0.000961,-0.000139,-0.000076
352.0,79.615471,0.007745,0.001105,0.000049,0.000035
351.5,79.469353,0.007765,0.001051,0.000097,0.000084
351.0,79.325882,0.007729,0.001023,0.000070,0.000024
350.5,79.171707,0.007746,0.000962,0.000046,-0.000001
350.0,79.024208,0.007632,0.001094,-0.000084,-0.000121
349.5,78.895607,0.007191,0.001035,-0.000608,-0.000616
349.0,78.744751,0.007828,0.000105,-0.000010,0.000005
348.5,78.623924,0.007756,0.001107,0.000019,-0.000035
348.0,78.472923,0.007914,0.000908,0.000087,0.000143
347.5,78.358253,0.007880,0.000901,-0.000030,0.000079
347.0,78.232483,0.007964,0.001094,0.000017,0.000060
346.5,78.082481,0.007927,0.001023,0.000031,0.000077
346.0,77.974495,0.007773,0.001000,-0.000001,0.000052
345.5,77.835495,0.007941,0.000947,-0.000009,0.000028
345.0,77.694160,0.007925,0.001033,0.000013,0.000076
344.5,77.525040,0.007797,0.001045,0.000059,0.000015
344.0,77.369560,0.007943,0.000945,0.000080,0.000021
343.5,77.146309,0.007750,0.001045,0.000007,-0.000038
343.0,76.936127,0.007862,0.000976,0.000084,0.000010
342.5,76.678047,0.007888,0.000943,0.000027,0.000068
342.0,76.422707,0.007886,0.001052,-0.000005,-0.000004
341.5,76.138687,0.007840,0.000996,-0.000101,-0.000005
341.0,75.828156,0.007799,0.001082,-0.000024,-0.000042
340.5,75.546249,0.007813,0.000912,0.000042,0.000060
340.0,75.281685,0.007854,0.000987,0.000125,0.000055
339.5,75.029076,0.007847,0.000962,-0.000005,0.000047
339.0,74.776909,0.007864,0.001025,-0.000048,0.000044
338.5,74.585007,0.007595,0.001049,0.000056,0.000057
338.0,74.354378,0.007747,0.001091,0.000088,0.000025
337.5,74.140724,0.007882,0.000909,-0.000081,0.000045
337.0,73.903305,0.007805,0.000954,0.000114,0.000079
336.5,73.609665,0.007667,0.001042,0.000048,0.000015
336.0,73.234673,0.007686,0.001060,-0.000015,-0.000052
335.5,72.786621,0.007662,0.000947,0.000056,0.000017
335.0,72.287598,0.007615,0.001102,-0.000128,0.000061
334.5,71.717896,0.007564,0.001035,0.000165,0.000015
334.0,71.101746,0.007634,0.001102,-0.000064,0.000077
333.5,70.489891,0.007617,0.001091,-0.000058,-0.000074
333.0,69.893608,0.007778,0.001038,0.000120,0.000110
332.5,69.329620,0.007615,0.001007,0.000141,0.000070
332.0,68.839973,0.007460,0.001053,-0.000012,-0.000062
331.5,68.428703,0.007546,0.000957,-0.000003,-0.000021
331.0,68.047020,0.007523,0.000983,0.000092,0.000009
330.5,67.696556,0.007540,0.001151,0.000043,-0.000052
330.0,67.346581,0.007536,0.001083,0.000198,0.000020
329.5,66.913628,0.007705,0.001002,0.000044,0.000146
329.0,66.413216,0.007515,0.001066,0.000029,0.000054
328.5,65.799042,0.007429,0.000968,0.000022,0.000128
328.0,65.054306,0.007458,0.000974,0.000105,0.000026
327.5,64.233871,0.007544,0.000872,0.000155,-0.000042
327.0,63.366707,0.007564,0.001046,0.000053,0.000000
326.5,62.486668,0.007370,0.000939,0.000057,-0.000027
326.0,61.660912,0.007504,0.001034,0.000162,0.000174
325.5,60.917103,0.007403,0.001108,-0.000010,-0.000036
325.0,60.279041,0.007459,0.001048,0.000021,-0.000016
324.5,59.727352,0.007505,0.000998,0.000092,0.000081
324.0,59.253490,0.007498,0.001048,-0.000003,0.000015
323.5,58.760826,0.007368,0.001060,0.000026,-0.000018
323.0,58.194553,0.007366,0.001020,0.000025,0.000021
322.5,57.512642,0.007360,0.001206,-0.000044,0.000007
322.0,56.652252,0.007217,0.001018,-0.000029,-0.000021
321.5,55.600822,0.007396,0.000999,0.000193,0.000211
321.0,54.429085,0.007271,0.001008,0.000055,-0.000011
320.5,53.203453,0.007256,0.001133,0.000093,-0.000006
320.0,51.964451,0.007234,0.000998,-0.000017,-0.000023
319.5,50.819771,0.007080,0.000996,0.000132,-0.000040
319.0,49.830601,0.007189,0.000998,-0.000002,0.000036
318.5,48.997749,0.007141,0.001085,0.000026,-0.000103
318.0,48.317768,0.007281,0.001276,0.000032,-0.000021
317.5,47.718723,0.007182,0.001221,0.000176,0.000094
317.0,47.159443,0.007107,0.000446,0.000027,0.000008
316.5,46.525112,0.007054,0.001370,0.000166,0.000064
316.0,45.774582,0.006986,0.001031,0.000048,-0.000031
315.5,44.862328,0.007081,0.000989,0.000070,0.000031
315.0,43.822968,0.006927,0.001097,0.000079,0.000099
314.5,42.700348,0.007055,0.000994,0.000016,-0.000024
314.0,41.589680,0.006903,0.001048,0.000139,0.000066
313.5,40.490383,0.006904,0.000808,0.000080,0.000156
313.0,39.458050,0.006785,0.001236,-0.000008,0.000062
312.5,38.501759,0.006951,0.001414,0.000039,0.000087
312.0,37.528397,0.006832,0.001174,0.000084,0.000035
311.5,36.511486,0.006794,0.001152,0.000082,0.000136
311.0,35.451576,0.006952,0.001021,0.000039,0.000089
310.5,34.286453,0.006760,0.001090,0.000090,0.000021
310.0,33.068226,0.006613,0.000989,0.000022,0.000047
309.5,31.843836,0.006743,0.001121,-0.000044,0.000053
309.0,30.661751,0.006668,0.001156,0.000054,0.000032
308.5,29.564697,0.006673,0.001051,0.000033,0.000014
308.0,28.533598,0.006576,0.001121,-0.000013,0.000080
307.5,27.525103,0.006570,0.001137,0.000076,-0.000026
307.0,26.456394,0.006742,0.001159,0.000227,0.000115
306.5,25.276577,0.006442,0.001061,-0.000072,0.000053
306.0,23.998526,0.006442,0.001177,0.000102,0.000030
305.5,22.588175,0.006353,0.001099,0.000034,0.000043
305.0,21.211916,0.006352,0.001061,-0.000008,0.000038
304.5,19.936352,0.006249,0.000831,0.000078,-0.000043
304.0,18.771095,0.006227,0.001166,0.000042,0.000013
303.5,17.717253,0.006226,0.001027,0.000030,-0.000056
303.0,16.716412,0.006175,0.001020,0.000011,0.000036
302.5,15.660570,0.006185,0.000932,0.000107,0.000113
302.0,14.486125,0.006125,0.000958,0.000033,0.000024
301.5,13.231209,0.006083,0.000949,0.000036,0.000035
301.0,11.932409,0.006026,0.000966,0.000070,0.000128
300.5,10.691175,0.005986,0.000913,-0.000048,-0.000017
300.0,9.563953,0.006061,0.001020,0.000062,-0.000016
299.5,8.555870,,0.001039,,
299.0,7.601305,,,,
298.5,6.667401,,,,
298.0,5.717050,,,,
297.5,4.718566,,,,
297.0,3.772025,,,,
296.5,2.930398,,,,
296.0,2.193569,,,,
295.5,1.593074,,,,
295.0,1.121561,,,,
294.5,0.742465,,,,
294.0,0.457057,,,,
293.5,0.254784,,,,
293.0,0.126761,,,,
292.5,0.055539,,,,
292.0,0.021465,,,,
291.5,0.007490,,,,
291.0,0.002545,,,,
290.5,0.000926,,,,
290.0,0.000591,,,,
289.5,0.000476,,,,
289.0,0.000493,,,,
288.5,0.000421,,,,
288.0,0.000349,,,,
287.5,0.000316,,,,
287.0,0.000291,,,,
286.5,0.000365,,,,
286.0,0.000335,,,,
285.5,0.000331,,,,
285.0,0.000230,,,,
284.5,0.000295,,,,
284.0,0.000141,,,,
283.5,0.000313,,,,
283.0,0.000115,,,,
282.5,0.000196,,,,
282.0,0.000076,,,,
281.5,0.000076,,,,
281.0,0.000129,,,,
280.5,0.000276,,,,
280.0,0.000098,,,,
279.5,0.000106,,,,
279.0,0.000167,,,,
278.5,0.000076,,,,
278.0,0.000081,,,,
277.5,0.000145,,,,
277.0,0.000099,,,,
276.5,0.000053,,,,
276.0,0.000111,,,,
275.5,0.000063,,,,
275.0,0.000152,,,,
274.5,-0.000006,,,,
274.0,0.000041,,,,
273.5,0.000124,,,,
273.0,0.000109,,,,
272.5,0.000144,,,,
272.0,0.000094,,,,
271.5,-0.000032,,,,
271.0,0.000062,,,,
270.5,0.000027,,,,
270.0,0.000215,,,,
269.5,0.000028,,,,
269.0,-0.000052,,,,
268.5,-0.000011,,,,
268.0,0.000026,,,,
267.5,0.000056,,,,
267.0,-0.000013,,,,
266.5,0.000205,,,,
266.0,0.000079,,,,
265.5,-0.000071,,,,
265.0,0.000078,,,,
264.5,0.000185,,,,
264.0,-0.000021,,,,
263.5,0.000032,,,,
263.0,0.000009,,,,
262.5,0.000053,,,,
262.0,-0.000051,,,,
261.5,0.000079,,,,
261.0,0.000050,,,,
260.5,-0.000125,,,,
260.0,0.000074,,,,
259.5,0.000024,,,,
259.0,0.000053,,,,
258.5,0.000053,,,,
258.0,-0.000047,,,,
257.5,-0.000068,,,,
257.0,0.000073,,,,
256.5,-0.000048,,,,
256.0,0.000023,,,,
255.5,-0.000027,,,,
255.0,0.000037,,,,
254.5,0.000198,,,,
254.0,0.000008,,,,
253.5,0.000073,,,,
253.0,0.000035,,,,
252.5,0.000067,,,,
252.0,-0.000012,,,,
251.5,0.000039,,,,
251.0,0.000063,,,,
250.5,0.000084,,,,
250.0,0.000036,,,,
249.5,-0.000036,,,,
249.0,0.000044,,,,
248.5,0.000063,,,,
248.0,0.000034,,,,
247.5,0.000051,,,,
247.0,0.000116,,,,
246.5,0.000005,,,,
246.0,-0.000025,,,,
245.5,-0.000063,,,,
245.0,-0.000072,,,,
244.5,0.000060,,,,
244.0,0.000179,,,,
243.5,0.000007,,,,
243.0,0.000071,,,,
242.5,-0.000072,,,,
242.0,0.000043,,,,
241.5,0.000041,,,,
241.0,0.000017,,,,
240.5,0.000034,,,,
240.0,-0.000028,,,,
239.5,0.000022,,,,
239.0,-0.000016,,,,
238.5,0.000048,,,,
238.0,0.000054,,,,
237.5,0.000119,,,,
237.0,0.000041,,,,
236.5,0.000118,,,,
236.0,0.000059,,,,
235.5,0.000039,,,,
235.0,0.000076,,,,
234.5,0.000073,,,,
234.0,0.000043,,,,
233.5,0.000031,,,,
233.0,0.000018,,,,
232.5,0.000062,,,,
232.0,-0.000024,,,,
231.5,0.000023,,,,
231.0,0.000050,,,,
230.5,-0.000009,,,,
230.0,-0.000057,,,,
229.5,-0.000002,,,,
229.0,0.000073,,,,
228.5,-0.000057,,,,
228.0,-0.000006,,,,
227.5,0.000008,,,,
227.0,-0.000071,,,,
226.5,0.000016,,,,
226.0,0.000079,,,,
225.5,0.000120,,,,
225.0,0.000095,,,,
224.5,-0.000064,,,,
224.0,-0.000185,,,,
223.5,-0.000068,,,,
223.0,-0.000060,,,,
222.5,0.000415,,,,
222.0,-0.000001,,,,
221.5,-0.000120,,,,
221.0,-0.000068,,,,
220.5,0.000078,,,,
220.0,0.000090,,,,
219.5,-0.000038,,,,
219.0,0.000098,,,,
218.5,0.000111,,,,
218.0,-0.000013,,,,
217.5,0.000269,,,,
217.0,-0.000053,,,,
216.5,-0.000041,,,,
216.0,0.000098,,,,
215.5,0.000015,,,,
215.0,-0.000046,,,,
214.5,-0.000010,,,,
214.0,-0.000007,,,,
213.5,0.000015,,,,
213.0,-0.000093,,,,
212.5,0.000063,,,,
212.0,0.000010,,,,
211.5,-0.000044,,,,
211.0,0.000081,,,,
210.5,0.000082,,,,
210.0,-0.000054,,,,
209.5,0.000104,,,,
209.0,-0.000005,,,,
208.5,0.000194,,,,
208.0,0.000126,,,,
207.5,-0.000062,,,,
207.0,-0.000035,,,,
206.5,-0.000016,,,,
206.0,0.000126,,,,
205.5,-0.000074,,,,
205.0,0.000044,,,,
204.5,0.000108,,,,
204.0,-0.000062,,,,
203.5,0.000120,,,,
203.0,0.000061,,,,
202.5,-0.000049,,,,
202.0,-0.000009,,,,
201.5,0.000019,,,,
201.0,-0.000125,,,,
200.5,-0.000107,,,,
200.0,0.000080,,,,
</div>,,,,,
